episode,game,exploration,explored,safe,MA_explored,MA_safe
895,[95]_forecast_horizon=[27],1.0,64.5,65.8,50.3,54.2
896,[96]_forecast_horizon=[29],1.0,61.7,64.2,50.3,54.2
897,[97]_forecast_horizon=[15],1.0,27.7,63.0,50.3,54.4
898,[98]_forecast_horizon=[13],1.0,58.1,58.1,50.3,54.4
899,[99]_forecast_horizon=[27],1.0,79.7,79.7,50.3,54.4
900,[0]_forecast_horizon=[10],1.0,24.5,24.5,50.3,54.4
901,[1]_forecast_horizon=[23],1.0,0.1,0.1,50.3,54.4
902,[2]_forecast_horizon=[23],1.0,65.1,70.1,50.3,54.4
903,[3]_forecast_horizon=[29],1.0,39.8,39.8,50.3,54.4
904,[4]_forecast_horizon=[25],1.0,-23.6,-15.6,50.3,54.4
905,[5]_forecast_horizon=[26],1.0,22.1,22.1,50.3,54.4
906,[6]_forecast_horizon=[29],1.0,81.2,90.6,50.3,54.4
907,[7]_forecast_horizon=[10],1.0,36.7,36.7,50.3,54.4
908,[8]_forecast_horizon=[23],1.0,49.8,58.2,50.3,54.8
909,[9]_forecast_horizon=[15],1.0,-13.4,32.1,50.3,54.8
910,[10]_forecast_horizon=[18],1.0,70.5,60.1,50.3,54.8
911,[11]_forecast_horizon=[13],1.0,82.8,71.6,50.3,54.8
912,[12]_forecast_horizon=[10],1.0,45.8,25.1,50.2,54.8
913,[13]_forecast_horizon=[22],1.0,59.3,75.0,50.2,54.8
914,[14]_forecast_horizon=[12],1.0,57.0,31.2,50.7,54.8
915,[15]_forecast_horizon=[27],1.0,43.0,67.8,50.7,55.4
916,[16]_forecast_horizon=[14],1.0,70.8,70.8,50.7,55.4
917,[17]_forecast_horizon=[18],1.0,54.0,54.0,50.7,55.4
918,[18]_forecast_horizon=[17],1.0,32.3,35.8,50.7,55.4
919,[19]_forecast_horizon=[18],1.0,45.9,44.5,50.7,55.4
920,[20]_forecast_horizon=[25],1.0,74.2,65.4,50.7,55.4
921,[21]_forecast_horizon=[18],1.0,46.7,64.4,50.7,56.0
922,[22]_forecast_horizon=[11],1.0,19.2,14.5,50.7,56.0
923,[23]_forecast_horizon=[15],1.0,70.7,86.5,50.7,56.0
924,[24]_forecast_horizon=[18],1.0,55.9,59.3,50.7,56.0
925,[25]_forecast_horizon=[12],1.0,76.0,41.2,51.5,56.0
926,[26]_forecast_horizon=[12],1.0,41.4,46.3,51.5,56.0
927,[27]_forecast_horizon=[25],1.0,72.9,72.9,51.5,56.0
928,[28]_forecast_horizon=[28],1.0,79.6,83.7,51.5,56.0
929,[29]_forecast_horizon=[23],1.0,-13.9,-27.7,51.5,56.0
930,[30]_forecast_horizon=[28],1.0,-5.6,-5.6,51.5,56.0
931,[31]_forecast_horizon=[14],1.0,68.5,56.6,51.5,56.0
932,[32]_forecast_horizon=[15],1.0,85.7,85.7,51.5,56.0
933,[33]_forecast_horizon=[10],1.0,55.9,55.9,51.5,55.8
934,[34]_forecast_horizon=[18],1.0,37.3,67.5,50.7,55.8
935,[35]_forecast_horizon=[22],1.0,82.5,82.5,50.7,55.8
936,[36]_forecast_horizon=[14],1.0,52.7,54.2,50.7,55.4
937,[37]_forecast_horizon=[19],1.0,68.0,68.0,50.7,55.4
938,[38]_forecast_horizon=[27],1.0,69.1,69.7,50.7,55.4
939,[39]_forecast_horizon=[24],1.0,81.4,81.4,50.7,55.4
940,[40]_forecast_horizon=[15],1.0,59.3,59.3,50.7,55.4
941,[41]_forecast_horizon=[19],1.0,62.3,63.5,50.7,55.4
942,[42]_forecast_horizon=[11],1.0,77.9,77.9,50.7,55.4
943,[43]_forecast_horizon=[15],1.0,46.4,46.4,50.7,55.4
944,[44]_forecast_horizon=[19],1.0,75.2,75.2,50.7,55.4
945,[45]_forecast_horizon=[27],1.0,46.9,46.9,50.7,55.4
946,[46]_forecast_horizon=[17],1.0,59.0,61.7,51.5,55.8
947,[47]_forecast_horizon=[28],1.0,59.0,0.0,52.5,55.8
948,[48]_forecast_horizon=[14],1.0,83.9,77.8,52.5,55.8
949,[49]_forecast_horizon=[17],1.0,65.7,68.1,52.8,56.1
950,[50]_forecast_horizon=[16],1.0,48.0,61.3,52.5,56.1
951,[51]_forecast_horizon=[28],1.0,66.3,69.3,52.8,56.4
952,[52]_forecast_horizon=[20],1.0,27.4,27.4,52.8,56.4
953,[53]_forecast_horizon=[26],1.0,93.2,70.1,52.8,56.4
954,[54]_forecast_horizon=[22],1.0,86.4,84.5,52.8,56.4
955,[55]_forecast_horizon=[20],1.0,57.4,59.9,52.8,56.5
956,[56]_forecast_horizon=[15],1.0,73.4,78.8,52.8,56.5
957,[57]_forecast_horizon=[22],1.0,2.2,15.7,52.8,56.5
958,[58]_forecast_horizon=[28],1.0,37.7,37.7,52.8,56.5
959,[59]_forecast_horizon=[21],1.0,18.7,47.7,52.8,56.5
960,[60]_forecast_horizon=[10],1.0,12.4,-0.1,52.8,56.5
961,[61]_forecast_horizon=[11],1.0,71.3,71.3,53.1,57.4
962,[62]_forecast_horizon=[18],1.0,12.5,-15.1,53.1,57.4
963,[63]_forecast_horizon=[24],1.0,43.6,55.3,53.1,57.4
964,[64]_forecast_horizon=[26],1.0,-26.0,0.0,53.1,57.4
965,[65]_forecast_horizon=[13],1.0,71.0,71.0,53.7,58.2
966,[66]_forecast_horizon=[27],1.0,64.2,64.2,53.7,58.2
967,[67]_forecast_horizon=[12],1.0,19.5,37.5,53.1,58.2
968,[68]_forecast_horizon=[13],1.0,33.0,39.9,53.1,58.2
969,[69]_forecast_horizon=[12],1.0,59.7,59.7,53.1,58.2
970,[70]_forecast_horizon=[29],1.0,11.6,11.6,53.1,58.2
971,[71]_forecast_horizon=[17],1.0,32.3,39.2,51.6,57.4
972,[72]_forecast_horizon=[27],1.0,55.0,60.3,53.1,57.4
973,[73]_forecast_horizon=[12],1.0,68.0,63.0,53.1,57.4
974,[74]_forecast_horizon=[23],1.0,-7.1,-14.3,53.1,57.4
975,[75]_forecast_horizon=[26],1.0,72.0,73.0,53.1,57.4
976,[76]_forecast_horizon=[29],1.0,-15.1,-15.1,53.1,57.4
977,[77]_forecast_horizon=[18],1.0,2.1,2.1,53.1,57.4
978,[78]_forecast_horizon=[21],1.0,44.5,50.2,53.1,57.4
979,[79]_forecast_horizon=[10],1.0,33.0,33.0,53.1,57.4
980,[80]_forecast_horizon=[11],1.0,51.6,71.9,52.1,57.4
981,[81]_forecast_horizon=[14],1.0,44.9,54.5,52.1,57.4
982,[82]_forecast_horizon=[26],1.0,9.9,46.1,52.1,57.4
983,[83]_forecast_horizon=[18],1.0,57.0,57.0,53.1,57.6
984,[84]_forecast_horizon=[29],1.0,53.8,57.2,53.6,57.7
985,[85]_forecast_horizon=[11],1.0,64.7,62.4,53.9,57.7
986,[86]_forecast_horizon=[25],1.0,51.4,51.4,53.9,57.7
987,[87]_forecast_horizon=[23],1.0,74.1,82.7,53.9,57.7
988,[88]_forecast_horizon=[19],1.0,25.6,25.6,53.9,57.7
989,[89]_forecast_horizon=[25],1.0,57.7,57.7,53.9,57.9
990,[90]_forecast_horizon=[25],1.0,64.3,64.3,54.5,58.2
991,[91]_forecast_horizon=[14],1.0,36.1,35.1,54.5,58.2
992,[92]_forecast_horizon=[20],1.0,54.7,67.5,54.9,58.2
993,[93]_forecast_horizon=[15],1.0,53.3,77.8,54.4,58.2
994,[94]_forecast_horizon=[13],1.0,52.2,51.8,54.4,58.2
995,[95]_forecast_horizon=[27],1.0,64.5,65.8,54.4,58.2
996,[96]_forecast_horizon=[29],1.0,54.6,54.6,54.3,57.9
997,[97]_forecast_horizon=[15],1.0,50.6,21.7,54.3,57.4
998,[98]_forecast_horizon=[13],1.0,58.1,55.3,54.3,57.1
999,[99]_forecast_horizon=[27],1.0,60.7,79.7,54.3,57.1
