episode,game,exploration,explored,safe,MA_explored,MA_safe
363,[63]_forecast_horizon=[24],2.6,29.1,60.0,50.6,62.5
364,[64]_forecast_horizon=[26],2.6,-11.0,-14.0,50.6,62.5
365,[65]_forecast_horizon=[13],2.5,37.0,77.0,50.0,62.5
366,[66]_forecast_horizon=[27],2.5,38.2,64.2,50.0,62.5
367,[67]_forecast_horizon=[12],2.5,60.0,49.7,50.6,62.3
368,[68]_forecast_horizon=[13],2.5,22.2,59.7,50.6,61.2
369,[69]_forecast_horizon=[12],2.4,59.7,59.7,51.0,61.2
370,[70]_forecast_horizon=[29],2.4,-1.5,11.2,51.0,61.2
371,[71]_forecast_horizon=[17],2.4,66.8,72.5,51.0,61.2
372,[72]_forecast_horizon=[27],2.4,73.5,89.4,51.4,61.2
373,[73]_forecast_horizon=[12],2.3,84.4,84.4,51.4,61.2
374,[74]_forecast_horizon=[23],2.3,45.9,60.1,51.4,61.2
375,[75]_forecast_horizon=[26],2.3,58.5,78.2,51.4,61.2
376,[76]_forecast_horizon=[29],2.3,-56.0,-25.8,51.4,61.2
377,[77]_forecast_horizon=[18],2.2,-22.5,-11.2,51.4,61.2
378,[78]_forecast_horizon=[21],2.2,62.8,62.8,51.9,61.2
379,[79]_forecast_horizon=[10],2.2,73.3,78.9,52.3,62.3
380,[80]_forecast_horizon=[11],2.2,63.2,75.0,52.3,62.3
381,[81]_forecast_horizon=[14],2.2,25.8,54.5,51.9,61.3
382,[82]_forecast_horizon=[26],2.1,12.7,43.7,51.9,61.3
383,[83]_forecast_horizon=[18],2.1,65.8,64.7,51.9,62.5
384,[84]_forecast_horizon=[29],2.1,56.5,59.9,52.3,62.5
385,[85]_forecast_horizon=[11],2.1,61.5,61.5,53.0,62.5
386,[86]_forecast_horizon=[25],2.0,52.9,61.6,53.1,62.5
387,[87]_forecast_horizon=[23],2.0,32.3,88.4,52.8,62.5
388,[88]_forecast_horizon=[19],2.0,1.7,24.2,52.8,62.5
389,[89]_forecast_horizon=[25],2.0,63.4,65.2,53.1,62.5
390,[90]_forecast_horizon=[25],2.0,28.2,39.1,53.1,62.5
391,[91]_forecast_horizon=[14],1.9,-12.7,38.6,53.1,62.5
392,[92]_forecast_horizon=[20],1.9,75.3,71.4,53.1,62.8
393,[93]_forecast_horizon=[15],1.9,77.8,81.1,53.1,62.8
394,[94]_forecast_horizon=[13],1.9,59.0,55.7,53.4,62.8
395,[95]_forecast_horizon=[27],1.9,67.2,67.2,53.4,62.8
396,[96]_forecast_horizon=[29],1.9,64.3,64.3,53.4,63.5
397,[97]_forecast_horizon=[15],1.8,19.5,62.3,53.4,63.5
398,[98]_forecast_horizon=[13],1.8,44.2,61.0,53.4,63.5
399,[99]_forecast_horizon=[27],1.8,41.8,79.7,53.1,63.5
400,[0]_forecast_horizon=[10],1.8,49.0,65.7,53.1,64.3
401,[1]_forecast_horizon=[23],1.8,2.6,35.2,53.1,64.3
402,[2]_forecast_horizon=[23],1.7,54.8,58.8,53.1,64.3
403,[3]_forecast_horizon=[29],1.7,23.3,36.0,52.8,63.5
404,[4]_forecast_horizon=[25],1.7,-49.5,-15.6,52.8,63.5
405,[5]_forecast_horizon=[26],1.7,61.4,72.9,53.1,63.5
406,[6]_forecast_horizon=[29],1.7,87.6,87.6,53.4,63.5
407,[7]_forecast_horizon=[10],1.7,38.7,82.0,53.1,63.5
408,[8]_forecast_horizon=[23],1.6,49.8,58.2,52.8,62.6
409,[9]_forecast_horizon=[15],1.6,32.1,32.1,52.8,62.6
410,[10]_forecast_horizon=[18],1.6,36.2,64.3,52.8,63.5
411,[11]_forecast_horizon=[13],1.6,82.1,87.9,52.8,63.5
412,[12]_forecast_horizon=[10],1.6,43.2,64.3,52.8,63.5
413,[13]_forecast_horizon=[22],1.6,77.2,79.4,53.1,63.5
414,[14]_forecast_horizon=[12],1.5,51.6,63.6,53.1,63.2
415,[15]_forecast_horizon=[27],1.5,63.2,50.7,53.1,63.2
416,[16]_forecast_horizon=[14],1.5,72.5,72.5,53.1,63.2
417,[17]_forecast_horizon=[18],1.5,59.4,76.5,53.1,63.2
418,[18]_forecast_horizon=[17],1.5,39.0,25.2,53.1,63.2
419,[19]_forecast_horizon=[18],1.5,77.7,77.7,53.4,63.2
420,[20]_forecast_horizon=[25],1.5,56.8,70.9,53.4,63.2
421,[21]_forecast_horizon=[18],1.4,46.1,63.8,53.4,63.7
422,[22]_forecast_horizon=[11],1.4,63.0,54.4,54.1,63.7
423,[23]_forecast_horizon=[15],1.4,83.8,76.1,54.1,63.7
424,[24]_forecast_horizon=[18],1.4,47.4,72.8,53.4,63.7
425,[25]_forecast_horizon=[12],1.4,59.1,73.2,54.1,63.7
426,[26]_forecast_horizon=[12],1.4,69.7,69.7,54.1,64.0
427,[27]_forecast_horizon=[25],1.4,45.1,70.4,53.4,64.0
428,[28]_forecast_horizon=[28],1.3,69.7,69.7,54.1,64.2
429,[29]_forecast_horizon=[23],1.3,-13.9,29.1,54.1,64.2
430,[30]_forecast_horizon=[28],1.3,9.3,13.7,54.1,64.2
431,[31]_forecast_horizon=[14],1.3,55.1,69.4,54.1,64.2
432,[32]_forecast_horizon=[15],1.3,85.7,76.2,54.1,64.2
433,[33]_forecast_horizon=[10],1.3,75.4,70.1,54.1,64.2
434,[34]_forecast_horizon=[18],1.3,47.1,42.2,53.4,64.2
435,[35]_forecast_horizon=[22],1.3,63.8,79.7,53.4,64.2
436,[36]_forecast_horizon=[14],1.2,69.9,57.8,54.1,64.2
437,[37]_forecast_horizon=[19],1.2,83.7,83.7,54.1,64.2
438,[38]_forecast_horizon=[27],1.2,69.7,69.7,55.0,64.2
439,[39]_forecast_horizon=[24],1.2,36.5,75.8,54.1,64.2
440,[40]_forecast_horizon=[15],1.2,61.8,42.5,55.0,64.2
441,[41]_forecast_horizon=[19],1.2,46.3,52.1,55.0,64.2
442,[42]_forecast_horizon=[11],1.2,73.7,73.7,55.0,64.2
443,[43]_forecast_horizon=[15],1.2,40.2,54.5,54.1,64.0
444,[44]_forecast_horizon=[19],1.1,75.2,75.2,55.0,64.0
445,[45]_forecast_horizon=[27],1.1,22.1,49.0,55.0,64.0
446,[46]_forecast_horizon=[17],1.1,56.1,64.0,55.4,63.9
447,[47]_forecast_horizon=[28],1.1,-30.1,-30.1,55.4,63.9
448,[48]_forecast_horizon=[14],1.1,73.6,75.7,55.4,63.9
449,[49]_forecast_horizon=[17],1.1,53.0,74.1,55.0,63.9
450,[50]_forecast_horizon=[16],1.1,66.6,66.6,55.4,64.1
451,[51]_forecast_horizon=[28],1.1,82.8,82.8,55.4,64.1
452,[52]_forecast_horizon=[20],1.1,47.1,28.8,55.4,64.1
453,[53]_forecast_horizon=[26],1.0,93.2,93.2,55.4,64.1
454,[54]_forecast_horizon=[22],1.0,88.4,87.4,55.4,64.1
455,[55]_forecast_horizon=[20],1.0,73.8,89.5,55.4,64.2
456,[56]_forecast_horizon=[15],1.0,87.1,87.1,55.4,64.2
457,[57]_forecast_horizon=[22],1.0,15.7,15.7,55.4,64.2
458,[58]_forecast_horizon=[28],1.0,35.0,49.1,55.4,64.2
459,[59]_forecast_horizon=[21],1.0,39.8,33.0,55.4,64.2
460,[60]_forecast_horizon=[10],1.0,24.8,24.8,55.4,64.2
461,[61]_forecast_horizon=[11],1.0,58.3,62.3,55.6,64.2
462,[62]_forecast_horizon=[18],1.0,0.0,13.9,55.6,64.2
463,[63]_forecast_horizon=[24],1.0,31.4,31.4,55.6,64.2
464,[64]_forecast_horizon=[26],1.0,-37.0,15.0,55.6,64.2
465,[65]_forecast_horizon=[13],1.0,72.4,70.0,56.3,64.2
466,[66]_forecast_horizon=[27],1.0,71.2,64.2,56.7,64.2
467,[67]_forecast_horizon=[12],1.0,67.7,67.7,56.7,64.3
468,[68]_forecast_horizon=[13],1.0,56.6,59.7,56.7,64.3
469,[69]_forecast_horizon=[12],1.0,71.2,53.4,56.7,64.3
470,[70]_forecast_horizon=[29],1.0,11.6,11.6,56.7,64.3
471,[71]_forecast_horizon=[17],1.0,67.6,67.6,56.7,64.3
472,[72]_forecast_horizon=[27],1.0,89.4,89.4,56.7,64.3
473,[73]_forecast_horizon=[12],1.0,77.5,63.1,56.7,64.2
474,[74]_forecast_horizon=[23],1.0,59.9,71.5,57.5,64.3
475,[75]_forecast_horizon=[26],1.0,85.9,82.1,57.5,64.3
476,[76]_forecast_horizon=[29],1.0,65.0,65.0,58.6,64.3
477,[77]_forecast_horizon=[18],1.0,-11.2,0.0,58.6,64.3
478,[78]_forecast_horizon=[21],1.0,73.5,78.2,58.6,64.5
479,[79]_forecast_horizon=[10],1.0,78.9,78.9,58.6,64.5
480,[80]_forecast_horizon=[11],1.0,82.6,82.6,58.6,64.5
481,[81]_forecast_horizon=[14],1.0,35.4,44.9,58.6,64.5
482,[82]_forecast_horizon=[26],1.0,29.8,36.9,58.6,64.5
483,[83]_forecast_horizon=[18],1.0,58.1,84.0,58.2,64.7
484,[84]_forecast_horizon=[29],1.0,50.0,53.4,58.2,64.7
485,[85]_forecast_horizon=[11],1.0,68.2,70.5,58.2,65.1
486,[86]_forecast_horizon=[25],1.0,51.4,51.4,58.2,65.1
487,[87]_forecast_horizon=[23],1.0,82.7,88.4,58.6,65.1
488,[88]_forecast_horizon=[19],1.0,9.5,24.5,58.6,65.1
489,[89]_forecast_horizon=[25],1.0,65.2,65.2,58.6,65.1
490,[90]_forecast_horizon=[25],1.0,46.9,35.5,58.6,65.1
491,[91]_forecast_horizon=[14],1.0,31.7,48.7,58.6,65.1
492,[92]_forecast_horizon=[20],1.0,71.4,71.4,58.6,65.1
493,[93]_forecast_horizon=[15],1.0,78.2,81.5,58.6,65.1
494,[94]_forecast_horizon=[13],1.0,62.5,62.5,58.7,65.1
495,[95]_forecast_horizon=[27],1.0,64.5,67.2,58.7,65.1
496,[96]_forecast_horizon=[29],1.0,75.3,80.7,58.7,65.4
497,[97]_forecast_horizon=[15],1.0,51.3,51.3,58.7,65.4
498,[98]_forecast_horizon=[13],1.0,58.1,61.0,58.7,65.4
499,[99]_forecast_horizon=[27],1.0,79.7,79.7,59.2,65.4
500,[0]_forecast_horizon=[10],1.0,64.0,64.0,59.7,65.1
501,[1]_forecast_horizon=[23],1.0,23.0,23.0,59.7,65.1
502,[2]_forecast_horizon=[23],1.0,65.6,54.8,60.7,65.1
503,[3]_forecast_horizon=[29],1.0,75.1,67.9,61.6,65.9
504,[4]_forecast_horizon=[25],1.0,-13.7,-18.7,61.6,65.9
505,[5]_forecast_horizon=[26],1.0,59.8,59.4,60.9,65.1
506,[6]_forecast_horizon=[29],1.0,78.2,78.2,60.9,65.1
507,[7]_forecast_horizon=[10],1.0,59.8,67.0,60.9,65.1
508,[8]_forecast_horizon=[23],1.0,48.7,58.2,60.9,65.1
509,[9]_forecast_horizon=[15],1.0,47.9,47.9,60.9,65.1
510,[10]_forecast_horizon=[18],1.0,46.0,55.8,60.9,65.1
511,[11]_forecast_horizon=[13],1.0,87.9,87.9,60.9,65.1
512,[12]_forecast_horizon=[10],1.0,46.2,46.2,60.9,65.1
513,[13]_forecast_horizon=[22],1.0,67.2,67.2,60.9,65.1
514,[14]_forecast_horizon=[12],1.0,65.1,63.6,62.2,65.1
515,[15]_forecast_horizon=[27],1.0,82.9,82.9,62.2,65.9
516,[16]_forecast_horizon=[14],1.0,69.6,90.3,62.2,65.9
517,[17]_forecast_horizon=[18],1.0,62.2,72.1,62.4,65.9
518,[18]_forecast_horizon=[17],1.0,45.9,39.0,62.4,65.9
519,[19]_forecast_horizon=[18],1.0,84.4,78.2,62.4,65.9
520,[20]_forecast_horizon=[25],1.0,63.4,70.9,62.8,65.9
521,[21]_forecast_horizon=[18],1.0,41.0,46.1,62.8,65.9
522,[22]_forecast_horizon=[11],1.0,-19.1,10.4,62.4,65.9
523,[23]_forecast_horizon=[15],1.0,82.0,83.8,62.4,65.9
524,[24]_forecast_horizon=[18],1.0,70.5,70.8,62.9,65.9
525,[25]_forecast_horizon=[12],1.0,65.2,71.2,63.6,65.9
526,[26]_forecast_horizon=[12],1.0,48.4,46.3,62.9,65.1
527,[27]_forecast_horizon=[25],1.0,61.9,70.4,62.9,65.1
528,[28]_forecast_horizon=[28],1.0,66.8,70.8,62.9,65.1
529,[29]_forecast_horizon=[23],1.0,29.1,29.1,62.9,65.1
530,[30]_forecast_horizon=[28],1.0,-30.8,9.3,62.9,65.1
531,[31]_forecast_horizon=[14],1.0,69.4,55.8,63.6,64.6
532,[32]_forecast_horizon=[15],1.0,76.2,76.2,63.6,64.6
533,[33]_forecast_horizon=[10],1.0,78.3,78.3,63.6,64.6
534,[34]_forecast_horizon=[18],1.0,75.2,65.1,63.9,65.1
535,[35]_forecast_horizon=[22],1.0,63.8,79.7,63.9,65.1
536,[36]_forecast_horizon=[14],1.0,56.3,54.2,63.6,65.1
537,[37]_forecast_horizon=[19],1.0,83.7,83.7,63.6,65.1
538,[38]_forecast_horizon=[27],1.0,79.2,79.2,63.6,65.1
539,[39]_forecast_horizon=[24],1.0,37.8,75.8,63.6,65.1
540,[40]_forecast_horizon=[15],1.0,42.5,42.5,63.6,65.1
541,[41]_forecast_horizon=[19],1.0,57.3,51.3,63.6,65.1
542,[42]_forecast_horizon=[11],1.0,80.0,81.0,63.6,65.1
543,[43]_forecast_horizon=[15],1.0,71.7,36.5,63.9,65.1
544,[44]_forecast_horizon=[19],1.0,70.2,67.1,63.9,65.1
545,[45]_forecast_horizon=[27],1.0,49.0,79.2,63.9,65.2
546,[46]_forecast_horizon=[17],1.0,86.0,54.5,64.3,65.2
547,[47]_forecast_horizon=[28],1.0,0.0,0.0,64.3,65.2
548,[48]_forecast_horizon=[14],1.0,73.6,78.0,64.3,65.2
549,[49]_forecast_horizon=[17],1.0,73.5,73.5,64.8,65.2
550,[50]_forecast_horizon=[16],1.0,66.6,58.6,64.8,65.1
551,[51]_forecast_horizon=[28],1.0,82.8,85.8,64.8,65.1
552,[52]_forecast_horizon=[20],1.0,61.5,67.9,64.8,65.2
553,[53]_forecast_horizon=[26],1.0,89.8,93.2,64.8,65.2
554,[54]_forecast_horizon=[22],1.0,92.0,79.8,64.8,65.2
555,[55]_forecast_horizon=[20],1.0,72.9,63.3,64.8,65.1
556,[56]_forecast_horizon=[15],1.0,87.1,78.4,64.8,65.1
557,[57]_forecast_horizon=[22],1.0,-17.4,29.2,64.8,65.1
558,[58]_forecast_horizon=[28],1.0,33.0,23.6,64.8,65.1
559,[59]_forecast_horizon=[21],1.0,39.8,39.8,64.8,65.1
560,[60]_forecast_horizon=[10],1.0,12.4,12.4,64.8,65.1
561,[61]_forecast_horizon=[11],1.0,69.0,69.0,65.1,65.2
562,[62]_forecast_horizon=[18],1.0,-15.1,0.0,65.1,65.2
563,[63]_forecast_horizon=[24],1.0,65.4,65.4,65.2,65.3
564,[64]_forecast_horizon=[26],1.0,-156.0,25.1,65.2,65.3
565,[65]_forecast_horizon=[13],1.0,40.6,76.2,65.1,65.3
566,[66]_forecast_horizon=[27],1.0,45.9,71.2,64.8,66.2
567,[67]_forecast_horizon=[12],1.0,66.4,66.4,64.8,65.9
568,[68]_forecast_horizon=[13],1.0,46.5,59.7,64.8,65.9
569,[69]_forecast_horizon=[12],1.0,53.4,53.4,64.3,65.9
570,[70]_forecast_horizon=[29],1.0,42.1,59.6,64.3,65.9
571,[71]_forecast_horizon=[17],1.0,66.8,72.5,64.3,65.9
572,[72]_forecast_horizon=[27],1.0,60.3,89.4,63.9,65.9
573,[73]_forecast_horizon=[12],1.0,84.4,80.1,63.9,66.7
574,[74]_forecast_horizon=[23],1.0,38.8,53.0,63.9,65.9
575,[75]_forecast_horizon=[26],1.0,82.0,82.0,63.9,65.9
576,[76]_forecast_horizon=[29],1.0,-40.9,-25.8,63.6,65.9
577,[77]_forecast_horizon=[18],1.0,-11.2,0.0,63.6,65.9
578,[78]_forecast_horizon=[21],1.0,63.8,68.1,63.6,65.9
579,[79]_forecast_horizon=[10],1.0,78.9,78.9,63.6,65.9
580,[80]_forecast_horizon=[11],1.0,85.0,79.8,63.6,65.9
581,[81]_forecast_horizon=[14],1.0,59.1,72.8,63.6,66.7
582,[82]_forecast_horizon=[26],1.0,26.5,44.0,63.6,66.7
583,[83]_forecast_horizon=[18],1.0,78.7,57.0,63.8,65.9
584,[84]_forecast_horizon=[29],1.0,27.0,44.3,63.8,65.9
585,[85]_forecast_horizon=[11],1.0,63.0,51.8,63.6,65.3
586,[86]_forecast_horizon=[25],1.0,61.6,82.6,63.6,65.9
587,[87]_forecast_horizon=[23],1.0,43.4,82.7,63.2,65.9
588,[88]_forecast_horizon=[19],1.0,0.0,0.0,63.2,65.9
589,[89]_forecast_horizon=[25],1.0,65.2,65.2,63.2,65.9
590,[90]_forecast_horizon=[25],1.0,42.6,39.0,63.2,65.9
591,[91]_forecast_horizon=[14],1.0,15.3,25.1,63.2,65.9
592,[92]_forecast_horizon=[20],1.0,67.5,67.5,63.2,65.9
593,[93]_forecast_horizon=[15],1.0,81.1,86.7,63.2,65.9
594,[94]_forecast_horizon=[13],1.0,38.0,59.0,63.2,65.9
595,[95]_forecast_horizon=[27],1.0,89.2,86.4,63.2,65.9
596,[96]_forecast_horizon=[29],1.0,64.2,64.2,63.2,65.3
597,[97]_forecast_horizon=[15],1.0,-0.7,54.1,63.2,65.3
598,[98]_forecast_horizon=[13],1.0,61.0,61.0,63.2,65.3
599,[99]_forecast_horizon=[27],1.0,79.7,79.7,63.2,65.3
600,[0]_forecast_horizon=[10],1.0,58.6,45.3,62.6,65.3
601,[1]_forecast_horizon=[23],1.0,15.3,23.0,62.6,65.3
602,[2]_forecast_horizon=[23],1.0,69.1,55.3,62.6,65.3
603,[3]_forecast_horizon=[29],1.0,78.4,78.4,62.6,65.3
604,[4]_forecast_horizon=[25],1.0,-23.6,-24.6,62.6,65.3
605,[5]_forecast_horizon=[26],1.0,71.3,71.3,63.2,65.9
606,[6]_forecast_horizon=[29],1.0,38.3,87.6,62.6,65.9
607,[7]_forecast_horizon=[10],1.0,63.4,63.4,63.2,65.3
608,[8]_forecast_horizon=[23],1.0,75.2,75.2,63.4,65.9
609,[9]_forecast_horizon=[15],1.0,33.5,47.9,63.4,65.9
610,[10]_forecast_horizon=[18],1.0,55.8,54.3,63.4,65.9
611,[11]_forecast_horizon=[13],1.0,89.8,89.8,63.4,65.9
612,[12]_forecast_horizon=[10],1.0,58.0,51.6,63.4,65.9
613,[13]_forecast_horizon=[22],1.0,77.3,91.1,63.4,65.9
614,[14]_forecast_horizon=[12],1.0,42.2,47.9,63.2,65.9
615,[15]_forecast_horizon=[27],1.0,67.6,82.9,63.2,65.9
616,[16]_forecast_horizon=[14],1.0,81.0,87.8,63.2,65.9
617,[17]_forecast_horizon=[18],1.0,76.5,54.0,63.4,65.3
618,[18]_forecast_horizon=[17],1.0,41.5,45.1,63.4,65.3
619,[19]_forecast_horizon=[18],1.0,83.5,70.8,63.4,65.3
620,[20]_forecast_horizon=[25],1.0,70.9,73.2,63.6,65.3
621,[21]_forecast_horizon=[18],1.0,73.6,63.8,63.8,65.3
622,[22]_forecast_horizon=[11],1.0,41.8,35.9,63.8,65.3
623,[23]_forecast_horizon=[15],1.0,83.8,83.8,63.8,65.3
624,[24]_forecast_horizon=[18],1.0,58.8,55.4,63.6,65.2
625,[25]_forecast_horizon=[12],1.0,70.5,70.5,63.6,65.2
626,[26]_forecast_horizon=[12],1.0,80.4,46.3,63.8,65.2
627,[27]_forecast_horizon=[25],1.0,77.1,60.3,64.0,64.7
628,[28]_forecast_horizon=[28],1.0,70.0,74.0,64.0,64.7
629,[29]_forecast_horizon=[23],1.0,18.5,19.5,64.0,64.7
630,[30]_forecast_horizon=[28],1.0,13.7,-6.4,64.0,64.7
631,[31]_forecast_horizon=[14],1.0,63.8,58.8,63.8,64.7
632,[32]_forecast_horizon=[15],1.0,71.4,76.2,63.8,64.7
633,[33]_forecast_horizon=[10],1.0,70.1,55.9,63.8,64.0
634,[34]_forecast_horizon=[18],1.0,67.5,75.2,63.8,64.0
635,[35]_forecast_horizon=[22],1.0,79.7,79.7,64.0,64.0
636,[36]_forecast_horizon=[14],1.0,57.8,54.2,64.0,64.0
637,[37]_forecast_horizon=[19],1.0,91.8,87.7,64.0,64.0
638,[38]_forecast_horizon=[27],1.0,79.2,69.1,64.0,64.0
639,[39]_forecast_horizon=[24],1.0,52.7,75.8,64.0,64.0
640,[40]_forecast_horizon=[15],1.0,42.5,42.5,64.0,64.0
641,[41]_forecast_horizon=[19],1.0,49.3,54.0,64.0,64.0
642,[42]_forecast_horizon=[11],1.0,81.0,73.7,64.0,64.0
643,[43]_forecast_horizon=[15],1.0,54.5,54.5,63.8,64.0
644,[44]_forecast_horizon=[19],1.0,59.9,67.1,63.6,64.0
645,[45]_forecast_horizon=[27],1.0,49.0,49.0,63.6,63.6
646,[46]_forecast_horizon=[17],1.0,69.3,84.6,63.6,64.0
647,[47]_forecast_horizon=[28],1.0,0.0,0.0,63.6,64.0
648,[48]_forecast_horizon=[14],1.0,90.3,90.3,63.6,64.0
649,[49]_forecast_horizon=[17],1.0,62.7,65.1,63.2,64.0
650,[50]_forecast_horizon=[16],1.0,58.6,69.6,62.8,64.7
651,[51]_forecast_horizon=[28],1.0,91.0,91.0,62.8,64.7
652,[52]_forecast_horizon=[20],1.0,47.1,40.7,62.8,64.0
653,[53]_forecast_horizon=[26],1.0,89.8,93.2,62.8,64.0
654,[54]_forecast_horizon=[22],1.0,87.4,90.9,62.8,64.0
655,[55]_forecast_horizon=[20],1.0,82.6,62.2,62.8,64.0
656,[56]_forecast_horizon=[15],1.0,76.2,84.0,62.8,64.0
657,[57]_forecast_horizon=[22],1.0,29.2,0.0,62.8,64.0
658,[58]_forecast_horizon=[28],1.0,36.3,43.7,62.8,64.0
659,[59]_forecast_horizon=[21],1.0,40.9,40.9,62.8,64.0
660,[60]_forecast_horizon=[10],1.0,24.8,24.8,62.8,64.0
661,[61]_forecast_horizon=[11],1.0,71.3,53.3,62.8,63.6
662,[62]_forecast_horizon=[18],1.0,-15.1,0.0,62.8,63.6
663,[63]_forecast_horizon=[24],1.0,40.1,52.4,62.2,62.8
664,[64]_forecast_horizon=[26],1.0,-109.7,48.0,62.2,62.8
665,[65]_forecast_horizon=[13],1.0,76.2,76.2,62.8,62.8
666,[66]_forecast_horizon=[27],1.0,64.2,64.2,63.2,62.8
667,[67]_forecast_horizon=[12],1.0,67.7,67.7,63.2,62.8
668,[68]_forecast_horizon=[13],1.0,62.9,62.9,63.2,63.2
669,[69]_forecast_horizon=[12],1.0,57.1,71.2,63.2,63.6
670,[70]_forecast_horizon=[29],1.0,53.1,11.6,63.2,63.6
671,[71]_forecast_horizon=[17],1.0,70.2,70.2,63.2,63.6
672,[72]_forecast_horizon=[27],1.0,89.4,89.4,63.6,63.6
673,[73]_forecast_horizon=[12],1.0,67.8,41.9,63.6,63.2
674,[74]_forecast_horizon=[23],1.0,60.1,60.1,63.6,63.2
675,[75]_forecast_horizon=[26],1.0,82.0,82.0,63.6,63.2
676,[76]_forecast_horizon=[29],1.0,25.3,30.7,63.6,63.2
677,[77]_forecast_horizon=[18],1.0,-33.7,-11.2,63.6,63.2
678,[78]_forecast_horizon=[21],1.0,72.5,68.1,63.6,63.2
679,[79]_forecast_horizon=[10],1.0,76.1,78.9,63.6,63.2
680,[80]_forecast_horizon=[11],1.0,82.5,79.8,63.6,63.2
681,[81]_forecast_horizon=[14],1.0,62.3,62.3,63.6,62.6
682,[82]_forecast_horizon=[26],1.0,37.8,53.5,63.6,62.6
683,[83]_forecast_horizon=[18],1.0,65.6,62.2,63.6,62.6
684,[84]_forecast_horizon=[29],1.0,50.8,50.8,63.6,62.6
685,[85]_forecast_horizon=[11],1.0,58.2,47.0,63.6,62.6
686,[86]_forecast_horizon=[25],1.0,51.4,61.6,63.6,62.2
687,[87]_forecast_horizon=[23],1.0,75.7,75.7,64.0,62.2
688,[88]_forecast_horizon=[19],1.0,42.1,27.2,64.0,62.2
689,[89]_forecast_horizon=[25],1.0,65.2,65.2,64.0,62.2
690,[90]_forecast_horizon=[25],1.0,42.6,42.6,64.0,62.2
691,[91]_forecast_horizon=[14],1.0,26.1,32.8,64.0,62.2
692,[92]_forecast_horizon=[20],1.0,75.3,79.6,64.0,62.2
693,[93]_forecast_horizon=[15],1.0,84.8,90.1,64.0,62.2
694,[94]_forecast_horizon=[13],1.0,62.5,62.5,64.0,62.4
695,[95]_forecast_horizon=[27],1.0,67.2,67.2,64.0,62.4
696,[96]_forecast_horizon=[29],1.0,73.5,73.4,64.0,62.4
697,[97]_forecast_horizon=[15],1.0,54.0,62.3,64.0,62.4
698,[98]_forecast_horizon=[13],1.0,61.0,61.0,64.0,62.4
699,[99]_forecast_horizon=[27],1.0,79.7,79.7,64.0,62.4
700,[0]_forecast_horizon=[10],1.0,66.9,66.9,64.7,62.7
701,[1]_forecast_horizon=[23],1.0,48.8,40.2,64.7,62.7
702,[2]_forecast_horizon=[23],1.0,61.6,69.1,64.0,63.2
703,[3]_forecast_horizon=[29],1.0,75.1,36.0,64.0,62.7
704,[4]_forecast_horizon=[25],1.0,-5.0,5.9,64.0,62.7
705,[5]_forecast_horizon=[26],1.0,16.7,59.8,63.6,62.4
706,[6]_forecast_horizon=[29],1.0,36.4,85.3,63.6,62.4
707,[7]_forecast_horizon=[10],1.0,48.2,63.4,63.4,62.4
708,[8]_forecast_horizon=[23],1.0,58.2,58.2,62.8,62.3
709,[9]_forecast_horizon=[15],1.0,19.1,32.1,62.8,62.3
710,[10]_forecast_horizon=[18],1.0,54.3,54.3,62.8,62.3
711,[11]_forecast_horizon=[13],1.0,92.3,87.9,62.8,62.3
712,[12]_forecast_horizon=[10],1.0,67.2,78.9,63.4,62.4
713,[13]_forecast_horizon=[22],1.0,91.0,93.4,63.4,62.4
714,[14]_forecast_horizon=[12],1.0,56.5,55.4,63.4,62.4
715,[15]_forecast_horizon=[27],1.0,67.8,82.9,63.4,62.4
716,[16]_forecast_horizon=[14],1.0,94.9,90.8,63.4,62.4
717,[17]_forecast_horizon=[18],1.0,53.3,76.5,62.8,62.7
718,[18]_forecast_horizon=[17],1.0,33.2,40.1,62.8,62.7
719,[19]_forecast_horizon=[18],1.0,85.0,82.1,62.8,62.7
720,[20]_forecast_horizon=[25],1.0,73.2,70.9,62.8,62.7
721,[21]_forecast_horizon=[18],1.0,63.6,49.1,62.8,62.4
722,[22]_forecast_horizon=[11],1.0,22.4,60.7,62.8,62.4
723,[23]_forecast_horizon=[15],1.0,80.6,83.8,62.8,62.4
724,[24]_forecast_horizon=[18],1.0,70.8,63.2,63.3,62.7
725,[25]_forecast_horizon=[12],1.0,67.8,73.2,63.3,62.7
726,[26]_forecast_horizon=[12],1.0,85.3,85.3,63.3,63.1
727,[27]_forecast_horizon=[25],1.0,53.8,70.6,62.8,63.3
728,[28]_forecast_horizon=[28],1.0,79.6,83.7,62.8,63.3
729,[29]_forecast_horizon=[23],1.0,19.5,19.5,62.8,63.3
730,[30]_forecast_horizon=[28],1.0,-26.5,13.7,62.8,63.3
731,[31]_forecast_horizon=[14],1.0,50.7,58.0,62.6,63.3
732,[32]_forecast_horizon=[15],1.0,76.2,76.2,62.6,63.3
733,[33]_forecast_horizon=[10],1.0,80.2,73.0,62.6,63.8
734,[34]_forecast_horizon=[18],1.0,75.2,75.2,62.6,63.8
735,[35]_forecast_horizon=[22],1.0,79.7,79.7,62.6,63.8
736,[36]_forecast_horizon=[14],1.0,70.3,57.8,62.8,63.8
737,[37]_forecast_horizon=[19],1.0,87.7,87.7,62.8,63.8
738,[38]_forecast_horizon=[27],1.0,79.2,79.2,62.8,63.8
